"ID No.","PCD-400A"
"Title",""
"Test Date","2026/04/09","15:54:47"
"MEAS CHs",5
"Digital Input","OFF"
"Sampling Rate(Hz)",50
"Data Nos/CH",9120
"MEAS Time(sec)",182.4
"CH Name"
"CH No.","CH2","CH3","CH5","CH6","CH8"
"Range",2000,1000,5000,5000,5
"Calibration Coefficient",2.022,2.45,2.132,2,100000
"Offset",-97.55164,-1025.034,-15.1463,849.1317,-13.17073
"Unit","cm/s2","cm/s2","cm/s2","cm/s2","V"
5.22,-16.7485746341464,9.92248780487785,7.0876,1.39267560975611,1.7073187804878
5.24,1.01642146341462,30.552981707317,13.5525,-1.93415365853662,2.68292853658537
5.26,-7.42666146341465,8.19254878048764,-7.0239,-1.56830000000002,3.41463585365854
5.28,-12.7247946341463,-12.6157195121953,-27.2792,-0.295129268292612,0.670733414634146
5.30,11.3098809756097,7.03686585365836,-19.2036,-1.93781219512198,0.54878219512195
5.32,17.0641970731707,22.1641219512194,-11.8222,-0.142690243902393,1.64634317073171
5.34,-12.9669414634146,3.93582317073151,-11.2749,1.45365121951227,1.82927
5.36,-28.9594819512195,-0.242024390244069,-1.937,-1.66098292682921,2.50000170731707
5.38,-6.50985707317075,23.0461219512194,11.6792,1.80121219512193,2.43902609756097
5.40,4.23140146341463,20.9214939024389,8.2355,-1.66220243902433,1.34146512195122
5.42,-7.40052341463415,-13.5679329268294,-13.5122,-0.796348780487733,0.426830975609755
5.44,1.26103414634146,-17.5578475609757,-16.4619,-0.871958536585339,1.28048951219512
5.46,22.8890365853658,6.23732926829257,0.4901,-0.147568292682877,0.609757804878047
5.48,10.3477048780488,3.32481707317061,6.4675,-1.3109829268293,1.82927
5.50,-20.076983902439,-16.4410060975611,11.934,0.256090243902463,1.64634317073171
5.52,-14.439056097561,-4.72671951219525,21.0886,-0.963421951219516,-0.487803170731707
5.54,10.2924697560975,13.5983841463412,26.1287,-1.04634878048773,-1.28048609756098
5.56,7.70430975609754,-5.95948780487822,7.7831,-2.45732439024391,-0.365851951219513
5.58,-2.26415024390245,-28.3019939024391,-8.944,0.480480487804925,-0.243900731707319
5.60,13.4709551219512,-10.0429207317075,-5.0102,-0.475617073170724,0.609757804878047
5.62,19.3707565853658,12.6309329268292,9.828,-0.773178048780437,1.28048951219512
5.64,-10.3067785365854,-0.984195121951416,10.6626,-0.737812195121933,-0.670730000000001
5.66,-27.2545907317073,-7.52689024390259,3.2435,-1.79512926829261,-1.95121780487805
5.68,-5.93038146341465,15.2303231707315,10.244,0.297553658536572,-0.731705609756098
5.70,9.03340487804877,20.2791158536584,2.0202,-0.0353731707316456,-0.121949512195123
5.72,-2.59309512195124,-7.1154695121952,-21.5995,-0.534153658536525,1.21951390243902
5.74,-4.5524624390244,-10.4181890243904,-30.1587,-0.857324390243889,2.80487975609756
5.76,10.0739951219512,17.4693841463413,-15.795,-1.89634878048776,0.304879756097559
5.78,-0.0522795121951276,22.8958353658536,-2.4856,-2.43415365853662,-0.18292512195122
5.80,-27.4227619512195,2.80075609756091,-6.9797,0.370724390243936,1.28048951219512
5.82,-21.9017156097561,5.8695304878047,-3.2968,-1.19390975609758,1.03658707317073
5.84,6.41614780487804,23.3150243902437,3.3332,-2.43659268292686,1.8902456097561
