"ID No.","PCD-400A"
"Title",""
"Test Date","2026/04/09","15:59:04"
"MEAS CHs",5
"Digital Input","OFF"
"Sampling Rate(Hz)",50
"Data Nos/CH",9105
"MEAS Time(sec)",182.1
"CH Name"
"CH No.","CH2","CH3","CH5","CH6","CH8"
"Range",2000,1000,5000,5000,5
"Calibration Coefficient",2.022,2.45,2.132,2,100000
"Offset",-97.55164,-1025.034,-15.1463,849.1317,-13.17073
"Unit","cm/s2","cm/s2","cm/s2","cm/s2","V"
4.24,-2.97283658536587,2.55934146341451,4.0768,-5.68049512195114,2.80487975609756
4.26,-2.47621365853659,2.40218292682925,-0.2262,-6.40732439024384,3.47561146341463
4.28,-1.19150390243904,-0.36004268292686,0.7722,-4.83659268292683,4.14634317073171
4.30,-0.222423414634164,1.62445731707294,-3.2968,-5.49269024390242,1.82927
4.32,-0.545450243902451,2.84348170731687,-0.492700000000001,-6.19756829268295,2.13414804878049
4.34,-6.64350634146342,4.04398170731702,0.5863,-4.5963487804878,3.04878219512195
4.36,-8.53087073170732,4.51246951219491,0.5915,-3.63659268292679,2.62195292682927
4.38,-6.77912829268294,5.72282926829257,0.273,-6.63293414634143,3.78048951219512
4.40,-3.49954292682928,5.94601829268277,-0.780000000000001,-3.84390975609756,2.74390414634146
4.42,-3.07393658536587,3.13598780487791,-3.2786,-2.62805609756094,0.609757804878047
4.44,-3.01672878048781,1.66658536585351,-5.6004,-3.6890317073171,0.975611463414634
4.46,-2.39138829268293,3.11178658536573,-5.4704,-3.85610487804877,1.15853829268293
4.48,-4.58057317073173,4.43060365853648,-1.1154,-3.02195853658532,1.40244073170732
4.50,-5.76911463414635,4.28061585365845,2.2178,-3.17073902439017,2.80487975609756
4.52,-8.1047712195122,4.19994512195103,2.6819,-5.57073902439026,1.95122121951219
4.54,-2.01361951219513,3.58893902439013,4.3914,-2.2475682926829,0.426830975609755
4.56,-0.665783902439031,0.646249999999782,-1.976,-6.07683658536587,0.304879756097559
4.58,-0.0128258536585548,-1.11446341463432,0.3445,-2.46464146341464,1.03658707317073
4.60,-0.336345853658543,-0.198103658536638,-0.820300000000001,-5.01951951219507,0.731709024390243
4.62,-0.424130243902454,1.48432926829264,4.7528,-1.88415365853655,-0.548778780487806
4.64,-4.32116536585367,2.85603048780467,6.8484,-4.16829999999993,2.07317243902439
4.66,-7.02423414634147,1.56918292682917,6.6495,-3.69025121951222,1.40244073170732
4.68,-5.03182439024391,3.24085975609751,4.5578,-3.64512926829264,1.46341634146341
4.70,-0.0572112195122116,1.59667073170726,2.7898,-3.48171463414633,1.28048951219512
4.72,-1.47655658536587,0.339701219512108,-2.0436,-3.00976341463411,1.15853829268293
4.74,-1.80254243902441,-0.354365853658692,-0.0611000000000015,-5.45244634146343,2.98780658536585
4.76,-3.08577268292684,2.74339024390224,0.5421,-5.20488536585367,3.65853829268293
4.78,-4.55295560975611,5.01382317073148,0.8996,-6.91708048780481,1.40244073170732
4.80,-7.71911170731708,5.78049390243882,2.7248,-4.87317804878046,2.07317243902439
4.82,-6.65583560975611,5.05804268292673,-1.1232,-5.24025121951217,2.19512365853658
4.84,-3.51285853658538,5.20414634146323,-0.2041,-5.9743975609756,1.28048951219512
4.86,-0.651481951219523,3.62031097560953,-2.7703,-6.56220243902442,2.19512365853658
4.88,-3.23273756097562,2.70723780487788,-7.1097,-3.82439756097563,3.47561146341463
4.90,-3.71111317073172,3.26237195121939,-6.1464,-5.63049512195119,1.82927
4.92,-3.55970975609758,5.52085365853645,-0.209300000000001,-4.7243975609756,2.56097731707317
4.94,-7.62491609756098,5.13662195121947,1.8954,-4.70854390243903,1.58536756097561
4.96,-7.28709414634147,4.77031707317065,3.4658,-5.74634878048778,0.975611463414634
4.98,-5.23944926829269,3.56085365853642,-0.037700000000001,-5.23903170731705,2.01219682926829
5.00,-0.320071219512201,1.72813414634129,-1.2935,-6.44878780487807,3.10975780487805
5.02,-0.273220000000009,-0.908603658536776,-2.197,-6.41342195121945,0.487806585365853
5.04,-1.42674634146343,-1.03827439024406,-0.0221,-6.5207390243902,1.21951390243902
5.06,-3.86350292682928,1.81985975609746,3.9403,-6.35122682926828,0.914635853658536
5.08,-3.54047609756098,2.21454878048758,6.1867,-6.21951951219512,0.914635853658536
5.10,-5.93531317073172,1.420987804878,4.9881,-3.84269024390244,2.25609926829268
5.12,-4.06225073170732,0.92471341463397,1.3845,-5.03415365853652,2.98780658536585
5.14,-1.03467560975611,1.97612195121928,1.56,-7.55122682926822,1.46341634146341
