ID No.,PCD-400A,,,,
Title,,,,,
Test Date,4/9/2026,15:46:59,,,
MEAS CHs,5,,,,
Digital Input,OFF,,,,
Sampling Rate(Hz),50,,,,
Data Nos/CH,9028,,,,
MEAS Time(sec),180.56,,,,
CH Name,,,,,
CH No.,CH2,CH3,CH5,CH6,CH8
Range,2000,1000,5000,5000,5
Calibration Coefficient,2.022,2.45,2.132,2,100000
Offset,-105.9434,-1020.512,-55.6634,868.4366,-12.62195
Unit,cm/s2,cm/s2,cm/s2,cm/s2,V
104.98,-3.029518049,1.24854878,0.5798,12.40001463,2.987806098
105,-4.658954146,1.306213415,0.7839,12.15855122,3.414635366
105.02,-3.889607805,1.553006098,0.3601,10.16952683,3.719513415
105.04,-4.07504,2.804896341,0.4979,9.815868293,2.804879268
105.06,-5.608800976,2.647140244,-1.066,10.77318537,2.073171951
105.08,-5.391805854,2.903195122,0.3822,11.58538049,1.036586585
105.1,-5.416957561,3.654628049,-0.9724,9.328063415,3.536586585
105.12,-4.60076,3.050792683,1.0179,10.24025854,3.658537805
105.14,-5.47712439,2.201060976,-0.6942,11.14391707,3.658537805
105.16,-4.241731707,1.632780488,-0.3081,13.3061122,3.170732927
105.18,-4.144083902,1.656085366,1.157,11.28172195,3.109757317
105.2,-3.459069756,2.030158537,2.6507,13.65367317,3.719513415
105.22,-4.648597561,0.667420732,1.7563,11.27074634,4.75609878
105.24,-4.37192878,1.173554878,3.2227,10.96464878,5.243903659
105.26,-2.648790244,1.012213415,-0.208,11.56342927,5.609757317
105.28,-3.847688293,0.082707317,3.6868,11.21586829,5.00000122
105.3,-2.832742927,-1.191591463,2.0774,10.61099024,3.597562195
105.32,-2.877128293,0.129018293,3.523,8.741478049,3.170732927
105.34,-3.083766829,0.278109756,6.2842,12.55489268,3.414635366
105.36,-3.413698049,0.057908537,2.1632,10.45001463,3.719513415
105.38,-3.691846341,0.976957317,3.2695,13.12196585,3.658537805
105.4,-3.749054146,0.224926829,3.4593,12.8866,2.50000122
105.42,-3.610473171,1.298146341,1.8096,10.13050244,1.097562195
105.44,-3.981830732,1.181323171,-0.0546,11.01220976,2.50000122
105.46,-4.732436585,0.828463415,2.1671,10.34879512,1.829269512
105.48,-4.089835122,1.912439024,-2.8353,10.60977073,2.134147561
105.5,-4.208196098,2.542865854,1.1726,11.15733171,4.75609878
105.52,-5.486494634,3.414408537,2.1229,11.50245366,3.048781707
105.54,-5.431259512,3.015536585,-1.7043,9.635380488,1.097562195
105.56,-3.82549561,2.82879878,-1.8018,12.10855122,2.195123171
105.58,-4.016352683,2.978487805,-2.4375,9.515868293,1.829269512
105.6,-3.316543415,1.907060976,-0.7475,9.157331707,2.43902561
105.62,-4.603719024,2.115012195,-2.0436,9.66464878,3.475610976
105.64,-4.602239512,2.110530488,1.0049,11.08294146,2.50000122
105.66,-4.945486341,1.705085366,0.117,8.903673171,2.073171951
105.68,-5.508687317,0.662341463,0.117,11.38294146,3.292684146
105.7,-3.464494634,0.348621951,3.6101,9.319526829,1.646342683
105.72,-4.089835122,0.08420122,3.6673,10.27440488,2.50000122
105.74,-2.867264878,-0.211292683,4.8828,10.14147805,2.682928049
105.76,-3.97394,-0.39354878,1.651,10.27074634,1.524391463
105.78,-3.322461463,-0.263579268,3.1226,11.91220976,2.195123171
105.8,-3.585321463,0.723591463,4.4109,10.30367317,3.048781707
105.82,-5.331145854,-0.006329268,4.0222,8.8866,3.170732927
105.84,-4.310282439,-0.079829268,-2.08,11.91342927,4.146342683
105.86,-3.387066829,0.679969512,2.7677,10.5170878,4.87805
105.88,-3.489646341,0.127823171,-0.0403,9.985380488,2.743903659
105.9,-3.573978537,0.345932927,-0.741,9.329282927,2.43902561
105.92,-3.894539512,1.23570122,-1.4872,9.982941463,3.353659756
105.94,-4.440479512,2.49804878,0.0715,10.40123415,2.865854878
105.96,-4.124357073,2.348957317,-4.0209,9.996356098,4.93902561
105.98,-4.757588293,2.827603659,1.8616,12.36220976,4.695123171
106,-4.299432683,2.371963415,0.4498,9.84757561,4.207318293
106.02,-3.545374634,2.415585366,-1.3416,9.339039024,4.024391463
106.04,-4.318173171,3.301170732,-0.5538,11.13416098,3.536586585
106.06,-5.039681951,2.097682927,1.4807,10.55733171,2.865854878
106.08,-3.857551707,2.728707317,-1.3468,11.30123415,4.329269512
106.1,-4.671283415,2.281731707,3.3072,9.75855122,4.87805
106.12,-4.924773171,1.901085366,3.9117,11.46464878,4.085367073
106.14,-4.531716098,0.092865854,0.6045,10.99025854,3.353659756
106.16,-2.919540976,0.54372561,2.0462,12.56586829,2.682928049
106.18,-2.720793171,0.530280488,1.0452,9.665868293,2.50000122
106.2,-3.509373171,-0.845304878,3.835,12.58294146,3.231708537
106.22,-3.024586341,0.655170732,1.7992,11.16830732,4.390245122
106.24,-3.560662927,1.02745122,1.5483,10.99391707,3.109757317
106.26,-3.036422439,0.697,4.4785,11.1268439,2.987806098
106.28,-3.030997561,-0.365463415,3.5841,10.52074634,1.402440244
106.3,-3.521702439,-0.355006098,3.0069,11.66830732,1.524391463
106.32,-2.905732195,0.714628049,0.3523,10.67440488,2.682928049
106.34,-3.468933171,0.842207317,0.4667,12.34391707,1.219513415
106.36,-3.608993659,1.429012195,1.9149,10.43416098,1.158537805
106.38,-4.549470244,1.766932927,2.5298,12.70733171,0.792684146
106.4,-5.116123415,2.9755,1.7498,10.36586829,0.365854878
106.42,-4.945486341,2.47922561,0.2977,12.05123415,1.524391463
106.44,-5.652693171,2.23422561,0.0182,12.15855122,2.25609878
106.46,-5.272951707,2.582006098,-4.0196,10.85855122,1.646342683
106.48,-4.442945366,2.505219512,-0.4745,12.16830732,1.524391463
106.5,-4.622952683,3.141621951,-2.2659,10.89391707,0.670732927
106.52,-6.484179024,2.802506098,-1.6432,8.826843902,-0.548779268
106.54,-5.351859024,2.366585366,-1.3819,9.239039024,-0.12195
106.56,-4.206716585,2.70629878,-0.5226,10.03781951,1.341464634
106.58,-3.883196585,1.201640244,-0.9568,10.98050244,2.37805
106.6,-3.939418049,1.17445122,0.5057,11.74147805,3.719513415
106.62,-4.125836585,0.662341463,0.6682,9.139039024,1.646342683
106.64,-2.790823415,0.196841463,2.457,10.33781951,0.914635366
106.66,-3.692339512,0.622902439,1.2142,10.04879512,2.865854878
106.68,-4.595828293,-0.130920732,3.8077,10.2866,3.902440244
106.7,-4.416807317,0.539841463,3.0888,9.265868293,2.926830488
106.72,-2.71339561,0.171743902,3.2539,8.757331707,4.329269512
106.74,-3.781110244,0.235981707,0.6786,12.11952683,2.012196341
106.76,-4.103643902,-0.212189024,2.3192,11.48294146,1.768293902
106.78,-3.260815122,-0.116878049,1.7121,10.24879512,2.43902561
106.8,-3.126672683,0.72747561,2.0371,9.07562439,2.43902561
106.82,-3.840783902,0.853560976,-0.6383,10.81952683,3.231708537
106.84,-4.067642439,1.973987805,-0.2418,10.52318537,4.93902561
106.86,-5.344954634,2.218091463,1.4781,10.18538049,2.987806098
106.88,-4.409409756,2.22227439,-1.1011,11.00245366,1.158537805
106.9,-5.071738049,1.906762195,-1.7459,12.08294146,1.341464634
106.92,-3.954706341,3.07947561,-1.1804,9.507331707,1.097562195
106.94,-5.158042927,2.641164634,1.1531,9.432941463,0.975610976
106.96,-5.662063415,2.876304878,-1.2233,9.152453659,1.829269512
106.98,-5.36912,3.239323171,-0.7566,10.43294146,0.609757317
107,-4.00796878,3.310134146,-0.2405,11.35977073,1.158537805
107.02,-4.751177073,2.379731707,3.6439,9.891478049,1.890245122
107.04,-3.699243902,0.988310976,-0.2951,10.4670878,1.707318293
107.06,-3.544881463,1.229128049,2.2984,11.90001463,3.536586585
107.08,-3.184373659,0.866707317,5.3846,11.49391707,3.963415854
107.1,-4.080958049,1.02177439,-0.325,10.21099024,1.829269512
107.12,-3.976405854,0.831152439,3.3345,10.97562439,0.853659756
107.14,-2.696627805,0.687737805,5.0427,13.84391707,0.792684146
107.16,-2.832742927,0.754067073,3.9065,8.12562439,0.304879268
107.18,-2.44412439,0.282890244,2.5636,10.91099024,1.585367073
107.2,-2.951103902,-0.637054878,3.8181,11.55733171,4.146342683
107.22,-3.930047805,0.496518293,1.1193,10.97074634,2.743903659
107.24,-2.784412195,0.087487805,3.0602,10.21586829,2.37805
107.26,-3.571019512,1.232713415,1.7836,10.28172195,2.804879268
107.28,-4.677201463,1.264085366,1.3091,10.16099024,2.31707439
107.3,-3.465974146,2.063323171,2.7443,10.33538049,2.926830488
107.32,-4.08145122,1.654292683,-0.3497,10.74757561,3.353659756
107.34,-4.394614634,2.052268293,-0.3159,9.896356098,3.231708537
107.36,-4.855236098,2.112323171,0.806,8.817087805,2.682928049
107.38,-4.52629122,2.642658537,0.6188,9.607331707,2.865854878
107.4,-4.685585366,3.242609756,1.3845,10.88538049,2.37805
107.42,-5.641843415,2.486097561,-2.9536,10.31830732,2.865854878
107.44,-5.275910732,2.17327439,-2.3556,9.45855122,3.658537805
107.46,-3.662749268,2.882878049,-3.8181,9.562209756,2.621952439
107.48,-4.719614146,1.952176829,-1.82,11.51952683,3.536586585
107.5,-4.109561951,1.502512195,-1.0335,11.97318537,3.231708537
107.52,-4.99184439,1.479207317,-1.2558,11.54391707,2.987806098
107.54,-5.273444878,0.841908537,3.1265,9.763429268,3.902440244
107.56,-4.695941951,0.631268293,-0.1469,9.95855122,4.085367073
107.58,-3.874319512,0.224628049,3.5035,9.509770732,3.963415854
107.6,-3.727354634,0.266158537,-1.1739,8.942697561,3.292684146
107.62,-3.776671707,-0.568335366,1.3013,10.4768439,4.024391463
107.64,-4.065669756,-0.466152439,3.9156,12.06586829,3.597562195
107.66,-3.376710244,0.257792683,1.0803,10.48903902,3.414635366
107.68,-4.132740976,0.131707317,4.7801,11.52074634,2.926830488
107.7,-4.058272195,0.524603659,2.314,10.79879512,4.695123171
107.72,-4.747231707,0.287073171,2.574,11.32928293,3.170732927
107.74,-4.659940488,0.375213415,1.1817,12.30489268,2.25609878
107.76,-4.157892683,2.162817073,0.3978,10.08903902,2.804879268
107.78,-4.126329756,2.292786585,1.0751,11.67196585,3.658537805
107.8,-4.441465854,1.936042683,-0.3939,12.53294146,4.695123171
107.82,-4.576594634,2.505219512,-2.1905,11.68538049,4.81707439
107.84,-4.763506341,3.963268293,0.533,9.257331707,4.207318293
107.86,-5.987062927,2.799219512,-0.7384,8.070746341,3.292684146
107.88,-4.095753171,2.262012195,-3.4151,11.33903902,4.146342683
107.9,-4.935622927,2.347463415,0.1417,13.07318537,4.390245122
107.92,-3.918211707,2.755597561,-1.3468,10.48538049,4.390245122
107.94,-3.80527561,1.544341463,-1.5353,11.41464878,3.780489024
107.96,-4.276746829,1.339378049,3.8701,9.674404878,2.31707439
107.98,-4.073560488,2.496256098,3.2669,9.896356098,1.890245122
108,-3.373258049,1.313981707,2.1697,9.529282927,1.585367073
108.02,-3.080807805,0.43377439,3.7232,8.091478049,2.134147561
108.04,-4.05482,0.091969512,4.4291,11.06586829,3.414635366
108.06,-3.364380976,0.720006098,3.7427,12.47074634,3.292684146
108.08,-3.37424439,-0.843213415,2.9146,9.4366,0.853659756
108.1,-2.776521463,0.368042683,3.7466,10.33903902,0.487806098
108.12,-3.88664878,0.139176829,2.8288,8.382941463,2.50000122
108.14,-4.222498049,1.65220122,6.1022,10.6366,2.195123171
108.16,-3.309145854,-0.036506098,3.8779,11.85489268,2.37805
108.18,-3.424054634,0.402103659,3.7063,9.890258537,3.414635366
108.2,-4.78274,1.074359756,-1.2805,11.66342927,2.012196341
108.22,-4.086876098,0.343841463,1.8655,9.703673171,2.134147561
108.24,-5.008119024,1.486378049,-0.8671,9.446356098,3.048781707
108.26,-5.145220488,2.103060976,1.5873,9.798795122,2.743903659
108.28,-4.480919512,1.868518293,-0.5499,11.33903902,3.902440244
108.3,-4.219539024,2.282628049,1.6328,11.03538049,4.634147561
108.32,-4.407930244,2.719445122,0.4563,12.14025854,3.109757317
108.34,-3.976405854,2.50402439,-2.4258,11.63903902,2.926830488
108.36,-4.110055122,2.690164634,1.7251,10.0561122,2.987806098
108.38,-5.09935561,2.701817073,-1.1128,12.22196585,3.170732927
108.4,-5.648254634,1.394652439,-0.39,8.893917073,4.146342683
108.42,-4.774849268,2.10545122,-0.4953,9.801234146,4.695123171
108.44,-4.316693659,1.765140244,0.5057,11.75367317,3.170732927
108.46,-4.81676878,1.037310976,4.3706,8.960990244,3.658537805
108.48,-4.82959122,0.754664634,3.5178,11.96099024,4.085367073
108.5,-3.55573122,-0.079530488,1.6536,11.15367317,3.597562195
108.52,-4.234827317,0.687737805,1.5977,9.618307317,4.573171951
108.54,-3.648940488,0.227914634,2.3153,10.31099024,4.634147561
108.56,-4.570676585,0.189969512,-0.2353,10.69025854,1.463415854
108.58,-3.950267805,-0.076542683,2.5961,9.895136585,1.463415854
108.6,-2.208881951,0.157103659,1.2818,10.60489268,2.37805
108.62,-4.61407561,-0.02604878,1.4547,8.719526829,2.31707439
108.64,-4.395600976,-0.02575,-0.4433,8.726843902,3.902440244
108.66,-3.929061463,1.28470122,-1.105,8.484160976,2.37805
108.68,-4.498180488,1.196560976,-0.9256,11.87440488,1.524391463
108.7,-5.075190244,1.66504878,1.9279,10.90855122,2.073171951
108.72,-3.923143415,1.400926829,-0.611,12.55245366,2.804879268
108.74,-4.387217073,2.844932927,-1.1596,9.517087805,2.926830488
108.76,-4.812823415,2.169091463,-1.4794,9.452453659,3.414635366
108.78,-5.461342927,2.111426829,-0.7631,9.826843902,3.597562195
108.8,-4.987405854,1.998189024,-0.8333,11.95123415,2.804879268
108.82,-3.11828878,2.514182927,-0.2093,7.84757561,2.682928049
108.84,-5.042147805,2.987152439,-2.691,12.59513659,2.31707439
108.86,-5.042640976,2.113518293,2.7625,10.48172195,2.50000122
108.88,-3.830427317,1.938731707,1.6809,10.64269756,3.902440244
108.9,-4.731943415,2.221676829,0.8112,11.6366,4.085367073
108.92,-4.55390878,0.317847561,1.8915,8.682941463,1.646342683
108.94,-4.18304439,0.541036585,0.8203,11.36586829,2.012196341
108.96,-4.260472195,0.590335366,1.4105,9.717087805,1.097562195
108.98,-4.21658,1.169670732,2.8106,11.7963561,1.524391463
109,-3.806261951,0.307091463,3.1616,14.22074634,3.414635366
109.02,-4.237786341,0.154713415,2.743,11.21586829,4.329269512
109.04,-3.093630244,-0.31975,2.2438,11.25001463,3.963415854
109.06,-3.459562927,0.01070122,2.7781,10.80245366,3.475610976
109.08,-4.017339024,0.663536585,3.5763,11.16099024,2.804879268
109.1,-4.800494146,0.975463415,3.3267,9.1366,4.146342683
109.12,-3.419616098,1.290378049,1.8941,12.0170878,4.634147561
109.14,-4.60076,1.628,-0.286,11.79513659,4.87805
109.16,-4.711230244,1.932457317,0.6877,12.19513659,4.87805
109.18,-3.827468293,1.913036585,0.2496,12.72806341,3.597562195
109.2,-3.909334634,2.025079268,-1.6679,8.428063415,3.231708537
109.22,-5.237443415,2.551530488,3.4125,10.2866,4.085367073
109.24,-5.903223902,2.043006098,-0.4173,11.56586829,4.146342683
109.26,-4.696435122,2.39975,-0.7124,11.06464878,4.451220732
109.28,-5.136343415,2.083939024,-0.325,9.598795122,4.146342683
109.3,-5.269992683,1.328621951,-0.9516,8.724404878,2.926830488
109.32,-4.686078537,1.922,1.0582,9.576843902,2.31707439
109.34,-3.667187805,1.25422561,0.9152,8.952453659,3.231708537
109.36,-3.526140976,1.736158537,-1.1895,9.420746341,2.987806098
109.38,-5.374051707,1.308603659,1.6055,8.471965854,2.926830488
109.4,-3.655844878,0.663237805,1.8499,10.01342927,2.682928049
109.42,-4.040518049,1.239884146,3.6088,12.76830732,2.31707439
109.44,-4.022270732,0.913914634,2.3231,8.304892683,2.865854878
109.46,-4.329516098,-0.403408537,2.9276,8.695136585,4.451220732
109.48,-4.857701951,0.568823171,-0.871,10.36342927,3.780489024
109.5,-5.373065366,0.233591463,4.2107,11.98294146,4.75609878
109.52,-4.736875122,0.481280488,-1.2662,8.910990244,3.719513415
109.54,-3.847688293,0.597207317,-0.702,9.292697561,1.158537805
109.56,-3.664721951,0.604378049,0.5499,11.38416098,1.890245122
109.58,-3.582362439,1.895408537,3.614,11.00245366,3.780489024
109.6,-4.144083902,1.387182927,0.3965,11.5268439,3.170732927
109.62,-4.489796585,2.104256098,1.5782,12.13781951,5.121952439
109.64,-4.271815122,2.827304878,2.9731,10.86830732,5.00000122
109.66,-4.373901463,2.31429878,-0.0533,11.35245366,2.37805
109.68,-4.366997073,2.32625,0.0507,9.852453659,1.585367073
109.7,-5.450493171,1.740939024,0.2964,10.77074634,2.743903659
109.72,-4.64810439,2.976993902,0.4589,12.99269756,1.524391463
109.74,-4.237293171,3.45354878,1.8811,8.904892683,1.097562195
109.76,-4.82959122,2.71197561,1.7602,12.55733171,2.195123171
109.78,-4.115973171,2.143097561,1.1869,11.26464878,0.060976829
109.8,-4.518893659,1.632780488,1.7069,11.8268439,0.121952439
109.82,-3.868401463,1.280518293,3.0693,7.187819512,1.585367073
109.84,-3.648447317,0.518926829,-0.8853,11.40367317,1.951220732
109.86,-3.84620878,0.371628049,2.5389,9.310990244,2.560976829
109.88,-3.753985854,1.073762195,-1.6692,8.496356098,3.597562195
109.9,-3.305200488,-0.032920732,2.3049,10.45001463,0.548781707
109.92,-4.067149268,1.234804878,0.1794,9.950014634,1.219513415
109.94,-4.152467805,-0.770012195,2.8925,10.61342927,1.463415854
109.96,-2.541772195,0.679371951,4.3979,11.56342927,1.890245122
109.98,-4.269842439,-0.144365854,3.9663,9.00855122,3.536586585
110,-3.445754146,0.961719512,-1.3325,11.59879512,2.682928049
110.02,-4.089341951,0.938414634,3.0511,10.15733171,1.829269512
110.04,-4.739340976,2.006554878,3.2448,9.423185366,2.073171951
110.06,-4.180085366,1.167878049,2.1112,8.768307317,0.853659756
110.08,-3.312104878,1.301432927,0.8645,14.66586829,1.463415854
110.1,-5.333611707,1.736756098,-0.0559,9.553673171,3.475610976
110.12,-4.565251707,2.461597561,0.2522,9.16464878,2.743903659
110.14,-5.165933659,3.135945122,-2.6026,12.48903902,1.097562195
110.16,-5.062860976,2.225262195,-2.1216,10.72074634,1.585367073
110.18,-5.127466341,1.70747561,-1.6263,10.36464878,2.43902561
110.2,-4.720107317,2.126365854,2.4778,9.848795122,1.829269512
110.22,-4.869044878,1.365073171,1.4768,9.912209756,5.060976829
110.24,-5.238429756,1.19954878,2.327,10.90977073,4.695123171
110.26,-4.174660488,1.409890244,0.0702,9.85855122,2.804879268
110.28,-3.560662927,0.281396341,1.5522,11.45489268,2.621952439
110.3,-3.8324,0.279304878,3.1005,8.937819512,1.890245122
110.32,-3.907855122,0.033109756,2.9796,8.663429268,4.268293902
110.34,-3.938924878,0.75795122,1.5938,11.48538049,4.695123171
110.36,-2.982666829,-0.056823171,1.5184,10.89513659,4.512196341
110.38,-3.927581951,-0.164085366,2.0839,9.607331707,3.475610976
110.4,-4.406943902,0.556573171,6.3297,11.37440488,2.987806098
110.42,-3.723902439,1.088402439,2.6845,10.00367317,2.743903659
110.44,-4.643665854,1.083621951,3.0004,11.81342927,2.926830488
110.46,-4.757095122,0.867304878,4.7619,13.1963561,2.682928049
110.48,-5.101328293,1.973689024,2.7482,11.57928293,2.804879268
110.5,-4.370449268,2.214207317,-0.0195,9.890258537,2.560976829
110.52,-3.977885366,2.38122561,0.8216,10.76220976,1.585367073
110.54,-4.872003902,1.478609756,-2.3595,8.842697561,1.951220732
110.56,-5.479590244,2.247073171,0.9009,11.19391707,2.865854878
110.58,-4.279212683,2.695243902,-0.065,9.220746341,2.621952439
110.6,-4.619993659,1.98952439,0.7215,11.59757561,3.353659756
110.62,-4.99825561,1.668634146,0.4472,11.58172195,2.926830488
110.64,-4.008955122,2.790554878,0.1872,10.25367317,3.170732927
110.66,-3.449699512,2.556012195,-1.5912,13.99391707,2.804879268
110.68,-4.982474146,2.192695122,-0.7787,12.90855122,3.780489024
110.7,-5.117602927,1.392859756,1.9513,10.03903902,3.963415854
110.72,-4.511002927,1.494146341,0.5265,11.8963561,3.597562195
110.74,-4.37834,1.249146341,3.3358,9.018307317,4.085367073
110.76,-3.875305854,0.40897561,1.7927,9.381721951,2.804879268
110.78,-3.85262,0.75854878,2.9653,9.231721951,1.646342683
110.8,-2.54522439,1.251536585,3.0836,13.97196585,3.170732927
110.82,-4.080958049,0.615432927,0.7891,11.71220976,3.048781707
110.84,-4.396094146,-0.15452439,4.7021,10.34391707,4.329269512
110.86,-3.871853659,0.434670732,2.9081,11.76464878,3.658537805
110.88,-3.567567317,1.797109756,3.9338,11.52318537,3.292684146
110.9,-3.255883415,1.691341463,-0.2483,7.748795122,2.804879268
110.92,-3.954213171,0.216560976,2.0995,10.79513659,3.109757317
110.94,-4.939075122,0.615134146,3.3267,11.6768439,3.109757317
110.96,-3.144426829,1.210603659,0.6071,11.06099024,3.475610976
110.98,-5.583156098,1.414969512,-0.0039,8.753673171,2.37805
111,-5.15360439,1.802189024,-0.1092,10.86952683,1.585367073
111.02,-4.524811707,3.229463415,0.572,8.50855122,2.134147561
111.04,-6.500453659,2.851506098,1.0504,12.61342927,2.37805
111.06,-5.22067561,1.276335366,-1.5444,7.823185366,2.43902561
111.08,-4.302884878,1.277829268,-1.5704,11.42196585,2.926830488
111.1,-4.58744439,1.403018293,-1.404,10.5866,3.109757317
111.12,-4.500646341,1.815036585,-0.6669,13.37928293,1.890245122
111.14,-5.789794634,1.890926829,1.1609,10.7768439,2.25609878
111.16,-5.708914634,1.941121951,0.2639,11.27806341,2.560976829
111.18,-4.729477561,1.323243902,4.2874,12.65489268,2.804879268
111.2,-3.50197561,0.756158537,-0.4719,11.62440488,3.170732927
111.22,-2.224663415,-0.124945122,0.6916,8.345136585,1.768293902
111.24,-2.745451707,-0.262384146,0.0819,7.704892683,1.158537805
111.26,-3.169578537,0.298426829,1.7979,10.51220976,1.585367073
111.28,-5.233498049,0.69670122,3.4411,10.28781951,2.804879268
111.3,-5.538770732,0.625591463,1.5028,11.17562439,4.085367073
111.32,-4.173180976,0.919591463,4.2705,11.52440488,3.597562195
111.34,-3.883196585,0.731359756,1.248,10.5866,2.43902561
111.36,-2.126522439,-0.600603659,-0.2743,9.985380488,1.829269512
111.38,-3.842263415,-0.475713415,0.3562,11.63781951,2.25609878
111.4,-3.447233659,1.663853659,2.8691,10.29025854,2.865854878
111.42,-4.74920439,2.374353659,1.1635,8.450014634,3.475610976
111.44,-6.554209268,2.163414634,-0.5031,10.41464878,4.87805
111.46,-5.778451707,2.75470122,1.794,10.7670878,4.695123171
111.48,-4.753149756,2.255439024,0.3133,10.90367317,4.451220732
111.5,-3.365367317,2.369871951,-0.1352,9.385380488,4.085367073
111.52,-4.214114146,1.183115854,-1.4456,10.5963561,4.390245122
111.54,-4.387217073,2.461896341,-0.9399,10.40367317,4.75609878
111.56,-3.934486341,3.164628049,2.21,12.82440488,5.731708537
111.58,-5.433725366,1.979963415,2.925,10.04269756,4.75609878
111.6,-5.772533659,2.164908537,2.8171,8.798795122,3.902440244
111.62,-3.101027805,1.954268293,2.0228,9.506112195,3.292684146
111.64,-2.536347317,1.600512195,1.1011,10.56099024,3.475610976
111.66,-3.884676098,0.686841463,1.2168,9.979282927,3.292684146
111.68,-3.448713171,0.033109756,0.8216,12.05367317,4.93902561
111.7,-3.342681463,1.630689024,2.288,11.70977073,4.207318293
111.72,-4.787178537,0.91152439,6.0346,11.09147805,3.536586585
111.74,-5.495864878,1.112603659,1.6406,12.25977073,1.951220732
111.76,-4.586458049,0.148439024,2.3296,7.690258537,1.707318293
111.78,-3.47485122,1.803085366,3.9676,9.296356098,1.951220732
111.8,-3.572005854,1.57302439,0.4602,11.86220976,1.036586585
111.82,-4.343324878,1.074060976,2.0787,9.14757561,0.670732927
111.84,-5.531866341,1.155329268,1.2324,12.81099024,1.22E-06
111.86,-5.930841463,2.06302439,2.5623,9.295136585,0.182928049
111.88,-4.69544878,1.838341463,3.5334,11.9963561,0.975610976
111.9,-6.756902439,2.101567073,2.3452,10.13903902,1.463415854
111.92,-5.934786829,2.029262195,0.4537,9.639039024,2.073171951
111.94,-3.044806341,2.251256098,1.4586,11.71830732,3.475610976
111.96,-4.469576585,1.472932927,-1.7667,12.10123415,2.37805
111.98,-4.315214146,1.722115854,-2.5207,13.0561122,1.402440244
112,-4.451329268,2.305036585,0.6188,9.271965854,1.341464634
112.02,-6.613389756,3.072006098,0.1846,10.70001463,2.37805
112.04,-6.06991561,1.601408537,3.0797,10.49025854,2.621952439
112.06,-5.402162439,1.267073171,1.0439,9.479282927,2.743903659
112.08,-3.755465366,1.258707317,0.1417,9.49757561,2.195123171
112.1,-4.006489268,1.078841463,1.9045,11.04757561,0.914635366
112.12,-3.458576585,0.053426829,-0.4329,9.921965854,0.853659756
112.14,-4.301898537,0.325018293,2.4271,10.11586829,2.073171951
112.16,-6.491576585,0.989207317,2.8795,8.641478049,2.195123171
112.18,-4.72849122,1.504603659,3.9923,10.5366,3.597562195
112.2,-4.740820488,0.541932927,3.3553,9.306112195,2.743903659
112.22,-4.148029268,0.281097561,0.6344,10.29879512,0.548781707
112.24,-2.492948293,0.599597561,0.9672,5.842697561,2.012196341
112.26,-3.338242927,0.48875,2.2919,9.131721951,2.682928049
112.28,-4.353188293,0.160390244,0.3419,9.517087805,2.25609878
112.3,-4.872497073,1.197158537,-0.1612,8.174404878,3.780489024
112.32,-5.143740976,2.35045122,3.1005,11.33538049,2.743903659
112.34,-5.129932195,1.858957317,1.1765,7.776843902,1.22E-06
112.36,-5.100341951,2.379731707,-0.1508,8.451234146,1.341464634
112.38,-5.125986829,1.962634146,-2.7144,11.42928293,2.012196341
112.4,-3.710093659,1.226737805,-1.6458,10.98172195,1.646342683
112.42,-4.109561951,1.684170732,0.8905,9.485380488,3.048781707
112.44,-3.894539512,1.772609756,0.6123,8.960990244,2.621952439
112.46,-4.729970732,3.442493902,0.7176,10.85489268,1.280489024
112.48,-4.772876585,2.979682927,2.652,9.962209756,2.804879268
112.5,-5.865249756,1.729585366,-0.2249,9.246356098,3.719513415
112.52,-2.74052,1.641445122,-1.4183,10.56586829,3.780489024
112.54,-1.640749268,0.958134146,-0.9984,12.48538049,3.658537805
112.56,-3.18536,0.859237805,0.3549,12.62928293,2.926830488
112.58,-3.669653659,0.162481707,1.9292,12.98294146,1.219513415
112.6,-6.065477073,1.645926829,7.4789,11.90123415,2.37805
112.62,-4.744765854,1.93454878,3.8376,11.69757561,1.890245122
112.64,-4.367983415,0.927060976,4.238,10.47196585,2.31707439
112.66,-2.882553171,-0.309292683,0.728,10.94025854,3.658537805
112.68,-2.509716098,-0.261487805,0.6149,9.713429268,3.048781707
112.7,-2.172880488,0.083603659,2.1294,8.726843902,2.37805
112.72,-3.723409268,0.925268293,1.5717,13.86342927,4.024391463
112.74,-5.296130732,1.189091463,4.4798,9.76464878,2.012196341
112.76,-5.097382927,2.643554878,3.3709,10.15977073,2.134147561
112.78,-5.467260976,2.468768293,1.2558,12.03538049,3.902440244
112.8,-5.015023415,0.416146341,0.9542,12.92196585,3.719513415
112.82,-3.221854634,1.092585366,-1.3169,11.80001463,2.621952439
112.84,-3.732286341,2.273067073,-3.6803,11.13903902,3.231708537
112.86,-4.286610244,2.959963415,0.7891,8.760990244,2.621952439
112.88,-5.73998439,1.959646341,-0.2366,8.635380488,3.536586585
112.9,-6.09062878,2.835969512,1.1076,9.674404878,3.963415854
112.92,-5.515098537,2.985359756,0.3965,9.629282927,2.012196341
112.94,-4.423218537,1.822804878,0.5512,9.145136585,1.219513415
112.96,-5.078642439,0.263469512,-1.417,9.57562439,0.914635366
112.98,-3.485207805,0.971579268,-0.7813,10.10733171,0.365854878
113,-3.668667317,1.10095122,-0.3679,10.28538049,1.646342683
