ID No.,PCD-400A,,,,
Title,,,,,
Test Date,4/9/2026,15:46:59,,,
MEAS CHs,5,,,,
Digital Input,OFF,,,,
Sampling Rate(Hz),50,,,,
Data Nos/CH,9028,,,,
MEAS Time(sec),180.56,,,,
CH Name,,,,,
CH No.,CH2,CH3,CH5,CH6,CH8
Range,2000,1000,5000,5000,5
Calibration Coefficient,2.022,2.45,2.132,2,100000
Offset,-105.9434,-1020.512,-55.6634,868.4366,-12.62195
Unit,cm/s2,cm/s2,cm/s2,cm/s2,V
7.56,3.948847805,-4.378384146,0.078,8.092697561,1.280489024
7.58,7.054343902,-1.282121951,0.2223,10.7768439,0.792684146
7.6,1.548092683,-2.784689024,2.8704,8.587819512,0.731708537
7.62,-4.68854439,-3.679536585,6.4558,8.039039024,1.524391463
7.64,-2.815481951,2.826408537,10.4468,8.228063415,2.743903659
7.66,-1.095302439,4.603554878,6.2205,8.045136585,3.963415854
7.68,-1.558389756,-1.304829268,1.6224,7.085380488,4.695123171
7.7,-0.598679512,-3.563609756,-4.511,6.876843902,2.43902561
7.72,5.948655122,1.999085366,-3.9,8.346356098,2.621952439
7.74,2.326316098,4.254878049,-1.6185,7.206112195,3.841464634
7.76,-6.394915122,2.177756098,0.1677,7.367087805,2.804879268
7.78,-8.964334634,4.331365854,1.8083,9.748795122,3.170732927
7.8,-4.006489268,9.580341463,3.7882,7.562209756,2.804879268
7.82,-1.859223902,5.92775,-0.1651,9.135380488,1.707318293
7.84,-3.032970244,-1.363091463,-5.3482,6.503673171,3.231708537
7.86,2.437772683,0.074640244,-6.539,7.095136585,3.109757317
7.88,4.723125854,4.924445122,-2.2958,8.167087805,2.865854878
7.9,-2.441658537,2.202256098,-0.3627,9.656112195,3.963415854
7.92,-6.582813171,-0.288079268,3.2396,8.520746341,3.475610976
7.94,-5.296130732,3.484920732,4.9673,7.184160976,2.50000122
7.96,0.671728293,4.094134146,6.4753,7.609770732,2.37805
7.98,0.58246439,-3.531042683,-0.1352,8.450014634,2.43902561
8,1.562887805,-7.610890244,-1.6159,10.19025854,1.768293902
8.02,3.288492195,-1.641853659,0.845,7.787819512,2.25609878
8.04,2.654767805,1.109018293,5.356,7.94757561,1.524391463
8.06,-6.203564878,-2.520268293,5.5406,8.524404878,1.158537805
8.08,-7.376818049,-1.896713415,6.6963,8.80855122,1.829269512
8.1,-0.52963561,2.215402439,9.8449,7.973185366,2.621952439
8.12,1.692591707,0.93004878,3.5737,8.828063415,3.963415854
8.14,0.740279024,-4.941585366,-1.3975,7.212209756,4.268293902
8.16,2.081703415,-2.380737805,-3.7505,6.730502439,3.170732927
8.18,2.060497073,3.987170732,-0.1131,8.706112195,1.829269512
8.2,-3.085739512,5.320628049,2.483,6.363429268,2.073171951
8.22,-9.57488,1.289780488,0.9594,9.931721951,1.646342683
8.24,-6.172988293,5.587439024,0.3952,9.145136585,2.134147561
8.26,0.228367805,7.09120122,-0.5226,9.904892683,3.963415854
8.28,0.990316585,2.606207317,-5.72,9.026843902,2.560976829
8.3,-1.057328293,-2.206847561,-10.6964,8.779282927,2.560976829
8.32,1.678782927,3.291908537,-3.6153,9.30855122,2.987806098
8.34,-0.32743561,7.000371951,1.6952,7.721965854,2.621952439
8.36,-7.833987317,2.799219512,5.3118,5.590258537,2.560976829
8.38,-7.946430244,0.535957317,0.1716,8.828063415,2.560976829
8.4,-0.861539512,2.939945122,4.3511,8.995136585,1.402440244
8.42,5.694672195,1.429012195,-0.13,9.600014634,0.487806098
8.44,1.434170244,-6.311493902,-1.3754,8.969526829,0.548781707
8.46,-0.253953171,-5.326115854,-1.8421,5.060990244,1.097562195
8.48,1.447979024,0.78245122,8.879,9.279282927,1.646342683
8.5,-2.526977073,0.939310976,5.2884,7.371965854,1.463415854
8.52,-7.047873171,-2.777518293,7.9066,6.381721951,2.134147561
8.54,-3.044806341,-1.608091463,3.6595,7.687819512,0.731708537
8.56,4.04008439,1.232713415,0.9997,7.804892683,0.365854878
8.58,4.371001951,-2.854902439,-2.2282,6.104892683,0.731708537
8.6,-0.50251122,-5.546914634,-3.2097,7.476843902,2.195123171
8.62,-0.638133171,1.082426829,1.4846,5.769526829,1.036586585
8.64,-3.43490439,7.165,6.3973,7.123185366,0.365854878
8.66,-6.998062927,3.841365854,3.1148,8.332941463,1.22E-06
8.68,-7.471506829,1.045378049,-2.7742,7.539039024,-0.06097439
8.7,-0.749589756,4.625963415,-5.1571,6.562209756,0.853659756
8.72,3.783142439,4.677652439,-4.1743,6.976843902,2.43902561
8.74,-1.05535561,-0.820804878,-6.4558,8.6366,2.865854878
8.76,-2.692682439,0.398518293,-4.7944,10.23294146,3.414635366
8.78,-1.52090878,6.016487805,0.6981,5.5366,1.402440244
8.8,-4.02128439,7.145579268,6.0112,7.66464878,1.463415854
8.82,-7.622910244,1.130829268,0.9659,6.670746341,3.048781707
8.84,-2.36965561,0.463353659,2.4674,8.32562439,3.170732927
8.86,4.312807805,1.739743902,1.4339,6.339039024,4.146342683
8.88,4.531282439,-1.724317073,-0.052,8.734160976,5.975610976
8.9,-1.009490732,-4.876152439,0.6643,8.610990244,4.207318293
8.92,0.411827317,-1.230432927,2.3829,9.468307317,4.512196341
8.94,-0.883732195,3.896640244,11.3347,10.48416098,5.182928049
8.96,-3.085739512,-0.892512195,10.3402,6.560990244,4.085367073
8.98,-3.705161951,-3.8355,5.1441,9.480502439,4.695123171
9,3.603628293,-2.808591463,3.029,10.68538049,5.853659756
9.02,6.826992195,-0.120164634,3.1655,8.985380488,4.93902561
9.04,1.72119561,-3.480847561,1.6497,8.328063415,4.024391463
9.06,-2.846551707,-2.26152439,3.3696,8.695136585,4.390245122
9.08,-3.388546341,4.467310976,6.7119,9.781721951,3.048781707
9.1,-3.727847805,6.26477439,5.4847,6.350014634,4.512196341
9.12,-5.377010732,0.986518293,0.923,7.735380488,5.426830488
9.14,-2.175839512,-0.27104878,-4.0066,5.753673171,3.719513415
9.16,3.59475122,3.910682927,-7.0343,9.480502439,1.829269512
9.18,1.090923415,4.089054878,-4.6293,8.813429268,1.219513415
9.2,-4.994310244,0.596310976,-3.8337,8.982941463,0.609757317
9.22,-6.668131707,4.01047561,-0.3146,6.318307317,1.158537805
9.24,-4.186003415,8.656810976,4.277,8.589039024,2.25609878
9.26,-5.043627317,4.967768293,-1.3013,5.415868293,2.012196341
9.28,-4.084903415,-1.150060976,-3.7843,6.731721951,2.987806098
9.3,0.775787317,-0.291365854,-2.6299,6.918307317,2.865854878
9.32,4.841486829,0.860432927,-1.5652,7.382941463,3.353659756
9.34,-0.425576585,-1.833670732,2.4453,8.232941463,4.81707439
9.36,-4.363544878,-2.875219512,1.2987,8.129282927,4.75609878
9.38,-3.335777073,2.036134146,5.1051,10.08781951,3.902440244
9.4,-1.293557073,2.130847561,10.335,10.68294146,3.109757317
9.42,-0.571061951,-2.9535,4.29,9.296356098,2.621952439
9.44,1.719222927,-6.025859756,1.0322,7.491478049,3.048781707
9.46,5.909694634,-1.830981707,1.0907,9.570746341,4.146342683
9.48,3.535077561,-1.065804878,5.3742,9.809770732,4.085367073
9.5,-2.977241951,-3.441707317,2.522,8.776843902,3.719513415
9.52,-6.126137073,0.410170732,8.2004,5.439039024,4.451220732
9.54,-2.879100976,5.492128049,6.0801,7.592697561,3.414635366
9.56,-1.980050732,2.662676829,2.6078,8.950014634,3.353659756
9.58,-2.894389268,-1.26329878,-4.6852,8.031721951,3.719513415
9.6,2.183296585,0.766018293,-5.4015,9.517087805,3.780489024
9.62,3.575517561,4.750256098,-0.8762,8.118307317,3.597562195
9.64,-3.116809268,3.319396341,-1.6744,8.030502439,2.926830488
9.66,-7.678145366,3.225878049,-1.9461,10.56220976,2.804879268
9.68,-6.143398049,6.856957317,1.6016,8.748795122,3.536586585
9.7,-1.420301951,7.972603659,1.2012,5.885380488,2.804879268
9.72,-1.697957073,1.275439024,-3.3085,8.507331707,2.621952439
9.74,0.564217073,-2.26720122,-5.1714,8.446356098,3.109757317
9.76,2.52309122,1.474128049,-0.9789,9.123185366,2.134147561
9.78,1.745854146,2.126664634,3.6946,8.5866,1.707318293
9.8,-5.175303902,-0.022463415,4.1899,8.843917073,2.50000122
9.82,-5.445561463,0.542829268,5.382,8.282941463,2.25609878
9.84,-2.276939512,2.219585366,6.2894,8.117087805,3.048781707
9.86,1.144185854,-0.762841463,3.9715,8.174404878,3.231708537
9.88,0.276698537,-6.507792683,-1.9721,10.10855122,1.951220732
9.9,2.787923902,-5.260085366,1.7537,9.906112195,2.37805
9.92,3.963642927,-0.536664634,2.7534,7.869526829,3.292684146
9.94,-1.858730732,-0.171554878,5.252,8.752453659,3.597562195
9.96,-7.450300488,-1.266585366,7.1838,7.852453659,4.573171951
9.98,-4.231868293,1.866128049,6.7873,6.804892683,5.670732927
10,0.549915122,3.339115854,2.2724,8.99757561,3.048781707
10.02,0.222942927,-0.355902439,-0.6578,6.006112195,2.804879268
10.04,0.136144878,-2.783195122,-3.2721,8.604892683,2.682928049
10.06,1.213722927,3.411420732,-1.8044,8.907331707,2.37805
10.08,-0.727890244,5.622097561,-2.1398,8.828063415,4.268293902
10.1,-7.076477073,4.329573171,-0.8255,6.709770732,3.536586585
10.12,-8.166877561,3.458628049,2.0878,9.453673171,2.743903659
10.14,-2.690709756,6.414463415,1.2194,11.23294146,3.353659756
10.16,0.345249268,3.843756098,-4.576,8.824404878,2.926830488
10.18,-1.151030732,-1.629902439,-7.1383,6.2366,4.268293902
10.2,0.20518878,-0.541445122,-5.694,7.129282927,5.548781707
10.22,1.011029756,4.79447561,2.9757,7.142697561,4.634147561
10.24,-4.509030244,4.170920732,4.0027,7.867087805,3.719513415
10.26,-5.878072195,-0.85277439,5.1051,9.352453659,3.048781707
10.28,-3.627240976,0.844,4.1262,10.39513659,2.682928049
10.3,3.885721951,0.948871951,4.9959,11.61464878,2.926830488
10.32,3.845775122,-3.532237805,-0.6396,7.619526829,3.597562195
10.34,0.896614146,-5.298030488,0.6032,7.87562439,4.024391463
10.36,1.648699512,-1.07327439,3.419,7.073185366,2.621952439
10.38,-0.348641951,1.760359756,8.9076,9.234160976,3.170732927
10.4,-4.835016098,0.116170732,7.0135,7.067087805,1.402440244
10.42,-5.056449756,-2.104963415,3.8948,6.142697561,2.560976829
10.44,1.628972683,1.178634146,2.925,6.963429268,3.414635366
10.46,2.521611707,0.677280488,-1.5119,9.950014634,3.353659756
10.48,0.661371707,-3.303670732,-2.9848,7.773185366,2.865854878
10.5,-1.499702439,0.070158537,3.1967,9.106112195,3.902440244
10.52,-1.111083902,6.16020122,1.482,8.268307317,3.170732927
10.54,-5.128945854,6.504695122,2.7768,9.235380488,3.963415854
10.56,-7.322076098,3.566189024,0.6734,9.362209756,4.268293902
10.58,-2.500839024,4.120426829,1.1817,9.629282927,4.93902561
10.6,2.639972683,4.778341463,-3.159,9.6866,4.695123171
10.62,1.299041463,1.066591463,-5.5965,8.540258537,2.621952439
10.64,-1.995339024,-1.021286585,-3.5295,7.62562439,2.682928049
10.66,-1.38578,2.720939024,-1.6692,10.27562439,4.085367073
10.68,-3.321968293,6.315268293,4.3758,8.006112195,5.060976829
10.7,-5.514112195,1.794121951,3.9156,8.632941463,5.365854878
10.72,-5.039681951,-1.773914634,3.0446,7.948795122,4.451220732
10.74,2.397825854,-0.317658537,2.7105,5.585380488,2.37805
10.76,5.008178537,-1.053554878,1.2506,8.673185366,3.536586585
10.78,0.446349268,-5.055719512,-0.026,7.450014634,3.170732927
10.8,-1.858237561,-3.453359756,4.3498,8.1366,2.31707439
10.82,-1.413397561,1.460682927,8.8335,8.487819512,3.353659756
10.84,-2.014079512,1.322347561,10.6678,8.432941463,2.926830488
10.86,-4.657967805,-2.38402439,5.1883,8.57562439,1.768293902
10.88,-0.70520439,-3.14352439,0.6656,8.801234146,2.743903659
10.9,4.884885854,0.094957317,-3.2201,7.580502439,2.682928049
10.92,2.958067805,-1.315884146,-1.1661,7.331721951,2.621952439
10.94,-2.304063902,-1.416871951,-3.2006,9.79757561,3.841464634
10.96,-3.748560976,3.326865854,2.3595,6.878063415,2.31707439
10.98,-2.965405854,7.1895,4.7931,10.59757561,1.768293902
11,-5.610773659,4.323597561,0.5811,7.820746341,3.597562195
11.02,-5.465288293,0.51922561,-4.7138,7.678063415,3.353659756
11.04,1.410004878,3.884987805,-4.108,9.080502439,3.841464634
11.06,3.552338537,4.517207317,-6.76,9.054892683,3.902440244
11.08,-1.941090244,1.304719512,-2.6559,9.051234146,1.951220732
11.1,-5.714832683,2.44845122,0.4225,10.73050244,1.829269512
11.12,-3.664721951,5.301207317,3.0901,7.552453659,2.926830488
11.14,-3.141467805,6.176036585,1.2935,7.062209756,3.841464634
11.16,-3.197196098,-0.585067073,2.1281,7.120746341,4.268293902
11.18,0.369907805,-1.192786585,0.8606,8.662209756,5.00000122
11.2,4.105676098,-0.780469512,-2.9887,7.421965854,2.987806098
11.22,2.343083902,-1.225353659,1.2948,8.569526829,1.707318293
11.24,-3.280541951,-3.672365854,3.5932,11.44879512,2.25609878
11.26,-2.721779512,-0.940018293,6.6625,8.465868293,1.768293902
11.28,-2.173373659,2.227353659,10.478,10.32562439,2.743903659
11.3,-1.060287317,-0.444042683,7.6427,9.903673171,3.658537805
11.32,-0.203649756,-3.668182927,2.1086,10.20245366,1.768293902
11.34,4.084469756,-1.946908537,-0.3367,8.931721951,1.829269512
11.36,5.022480488,0.448115854,2.8431,8.602453659,2.37805
11.38,-1.656530732,-1.165896341,1.3806,7.676843902,2.987806098
11.4,-7.47890439,0.091969512,-0.39,9.595136585,3.597562195
11.42,-5.137822927,5.158689024,4.0716,10.36342927,3.719513415
11.44,-3.380162439,4.884707317,2.0813,7.791478049,4.329269512
11.46,-3.712066341,1.004445122,-3.2357,9.306112195,2.37805
11.48,-1.497729756,0.002335366,-5.239,9.123185366,2.012196341
11.5,2.030413659,3.691378049,-5.1246,7.90855122,3.536586585
11.52,-1.005052195,4.371402439,-4.8282,9.062209756,4.085367073
11.54,-7.019762439,2.282030488,-4.3979,11.28294146,2.804879268
11.56,-7.249086829,5.015871951,-0.1274,7.350014634,3.231708537
11.58,-3.284980488,6.856957317,2.3764,8.942697561,2.31707439
11.6,-2.028874634,2.316390244,-0.039,9.393917073,1.829269512
11.62,-0.88718439,-2.538493902,-5.5003,8.404892683,3.170732927
11.64,1.524913659,-2.085243902,-0.858,9.860990244,3.353659756
11.66,2.291794146,1.15025,0.1937,7.550014634,3.780489024
11.68,-3.096096098,-1.143189024,5.1623,7.61464878,3.475610976
11.7,-5.801137561,-1.773317073,5.6043,9.04757561,3.719513415
11.72,-1.761082927,1.824597561,6.3947,9.319526829,2.926830488
11.74,0.832995122,-0.060707317,7.3801,8.831721951,4.207318293
11.76,1.057880976,-3.519987805,0.5525,10.89513659,3.902440244
11.78,1.510118537,-5.740823171,-0.7566,9.900014634,3.109757317
11.8,3.35211122,-0.733859756,4.9244,9.271965854,3.719513415
11.82,1.252683415,1.994902439,4.2679,14.3561122,2.43902561
11.84,-5.446054634,0.388658537,4.264,12.35977073,1.707318293
11.86,-6.250416098,1.87329878,5.2221,10.46099024,3.780489024
11.88,-2.265596585,5.049335366,1.8486,11.68416098,2.987806098
11.9,-0.006381463,2.650426829,-1.2441,10.61830732,4.75609878
11.92,-0.249514634,-1.498439024,-3.3033,9.276843902,5.304879268
11.94,-0.104522439,1.718231707,-2.9172,9.854892683,4.390245122
11.96,-0.685970732,5.822280488,-2.1957,8.485380488,3.719513415
11.98,-5.71927122,5.141957317,0.0156,10.79879512,3.841464634
12,-7.929169268,3.184646341,-3.0082,8.251234146,2.621952439
12.02,-4.429629756,5.017067073,-0.1833,10.40123415,3.902440244
12.04,0.733867805,3.663890244,-1.0127,7.140258537,3.841464634
12.06,0.679125854,-0.421036585,-3.2552,9.339039024,1.829269512
12.08,-0.803838537,-2.924518293,-3.315,10.53781951,1.646342683
12.1,-0.087754634,1.448432927,1.7771,10.7268439,3.719513415
12.12,-1.58156878,2.137121951,7.6869,8.504892683,3.109757317
12.14,-4.844879512,-0.269256098,4.5747,10.01099024,4.024391463
12.16,-5.032777561,-1.67920122,8.294,7.239039024,4.512196341
12.18,0.83842,-0.486170732,6.3141,8.880502439,1.951220732
12.2,3.308712195,-2.130658537,0.7332,8.518307317,2.195123171
12.22,1.188078049,-6.280121951,-0.4992,9.198795122,2.012196341
12.24,0.421197561,-3.571079268,3.8675,6.442697561,1.402440244
12.26,0.126281463,0.800676829,7.3216,8.850014634,1.158537805
12.28,-4.422725366,2.03852439,6.3583,9.568307317,0.304879268
12.3,-7.081901951,-0.991408537,2.119,10.22806341,-0.975608537
12.32,-2.469276098,1.54225,1.1076,6.531721951,0.121952439
12.34,2.353933659,3.034957317,2.0397,11.6170878,0.243903659
12.36,1.459815122,0.483371951,-5.8604,12.18294146,1.097562195
12.38,-2.304063902,-0.872195122,-2.8899,11.08050244,2.743903659
12.4,-1.380848293,4.524676829,-0.1274,8.512209756,1.524391463
12.42,-3.186346341,7.021585366,3.6647,9.709770732,1.219513415
12.44,-6.770218049,4.306567073,2.3868,8.793917073,1.280489024
12.46,-5.573292683,2.575731707,-0.7098,9.56464878,0.060976829
12.48,-0.608049756,3.311926829,-1.6341,8.32562439,1.341464634
12.5,1.636863415,2.386902439,-4.0924,8.932941463,3.109757317
12.52,-0.746630732,-1.006646341,-3.9494,12.24025854,2.560976829
12.54,-3.072917073,0.236280488,3.4801,10.32074634,2.865854878
12.56,-0.68498439,3.65522561,6.8952,6.813429268,2.31707439
12.58,-2.974282927,3.420085366,7.5023,11.49757561,2.926830488
12.6,-4.741313659,-1.72252439,2.9653,9.701234146,3.292684146
12.62,1.035688293,-2.166213415,3.1577,9.61464878,4.085367073
12.64,3.591792195,-1.362195122,1.9812,11.73294146,3.109757317
12.66,2.747483902,-2.888664634,2.9692,8.378063415,4.085367073
12.68,-0.76586439,-4.00072561,2.3569,9.368307317,2.50000122
12.7,-1.611652195,0.72120122,7.4204,9.06464878,0.609757317
12.72,-2.124549756,3.004780488,8.8829,8.768307317,2.50000122
12.74,-4.178112683,0.492932927,5.4171,8.793917073,3.048781707
12.76,-3.660283415,-1.778396341,-1.2714,6.884160976,3.902440244
12.78,2.141870244,0.495621951,-0.6591,10.26586829,3.719513415
12.8,3.490692195,1.18729878,-1.5496,8.274404878,1.585367073
12.82,-1.28468,-0.045768293,-1.5054,8.512209756,1.951220732
12.84,-5.676365366,2.343579268,0.8086,8.871965854,1.890245122
12.86,-3.922650244,7.425835366,1.1713,8.50855122,1.951220732
12.88,-4.624432195,5.51125,2.4739,7.419526829,2.865854878
12.9,-4.909484878,1.513268293,-0.858,7.521965854,2.37805
12.92,-1.11601561,1.48697561,-3.952,10.86830732,1.585367073
12.94,2.311520976,2.844634146,-2.7807,9.709770732,1.951220732
12.96,0.532654146,1.204628049,0.2717,8.579282927,2.37805
12.98,-3.550799512,0.502792683,-0.4914,9.100014634,2.134147561
13,-5.168399512,3.016731707,2.4609,8.104892683,3.780489024
13.02,-2.161537561,4.380365854,6.8315,8.187819512,3.536586585
13.04,-2.637447317,-0.331103659,3.1707,10.18172195,2.43902561
13.06,-1.414877073,-3.170115854,-0.9568,10.65001463,2.621952439
13.08,3.595737561,-1.574329268,1.7719,9.821965854,3.536586585
13.1,3.730866341,-0.71204878,1.9994,9.567087805,4.024391463
13.12,-0.632708293,-3.684615854,1.8044,10.38781951,5.487806098
13.14,-3.82598878,-1.744634146,8.3707,7.456112195,5.304879268
13.16,-1.808427317,1.840432927,8.7022,9.281721951,4.024391463
13.18,-0.747123902,1.754682927,7.8611,7.953673171,4.695123171
13.2,-1.657517073,-2.492182927,2.4752,10.60733171,4.451220732
13.22,0.967630732,-2.850719512,-0.975,5.657331707,3.963415854
13.24,3.202187317,1.643536585,-0.1794,10.19879512,4.451220732
13.26,-0.202663415,1.779780488,-0.8138,10.90733171,2.25609878
13.28,-5.334104878,0.271237805,2.5545,9.791478049,1.829269512
13.3,-4.383271707,3.947432927,2.6923,8.368307317,1.768293902
13.32,-2.997461951,6.640042683,0.1378,7.937819512,2.621952439
13.34,-3.570526341,3.332542683,-0.6669,8.485380488,2.560976829
13.36,-1.527813171,1.007134146,-5.7811,10.29391707,2.50000122
13.38,0.798473171,2.619353659,-3.5204,6.953673171,2.37805
13.4,0.259930732,4.006890244,-7.2319,8.917087805,1.097562195
13.42,-3.693819024,2.427237805,0.8021,8.654892683,1.524391463
13.44,-7.308267317,1.525219512,1.3195,6.381721951,1.585367073
13.46,-4.099698537,3.736195122,5.0258,10.22928293,2.25609878
13.48,-1.108124878,3.089335366,3.7206,9.695136585,2.804879268
13.5,-0.50990878,-2.508615854,0.8775,9.187819512,0.914635366
13.52,0.928670244,-3.735408537,-2.2672,11.03781951,2.073171951
13.54,3.780676585,-0.936134146,0.1638,10.89147805,1.768293902
13.56,-0.109947317,-0.982445122,4.9569,11.25001463,2.31707439
13.58,-4.612596098,-1.627213415,5.7551,8.921965854,3.902440244
13.6,-3.802316585,-0.395341463,8.4474,10.1963561,3.841464634
13.62,-0.189347805,1.964426829,5.2286,6.991478049,2.31707439
13.64,0.32601561,-1.99829878,2.5207,8.51464878,1.707318293
13.66,0.004468293,-4.185670732,-0.2938,10.15977073,1.890245122
13.68,2.081210244,-1.878189024,-0.8684,7.846356098,2.560976829
13.7,0.517859024,2.269780488,1.9526,8.289039024,3.109757317
13.72,-4.655501951,1.79920122,1.7654,8.353673171,3.475610976
13.74,-7.311719512,1.746018293,3.7089,8.592697561,3.414635366
13.76,-4.003530244,3.86377439,0.949,9.129282927,3.292684146
13.78,-0.842305854,4.032884146,-2.0358,9.250014634,1.951220732
13.8,-0.526676585,1.069280488,-3.588,9.635380488,2.804879268
13.82,-0.582898049,0.558365854,-5.0141,9.643917073,2.743903659
13.84,0.028633659,4.075310976,-1.9292,9.848795122,2.50000122
13.86,-2.786384878,5.221432927,1.5782,10.54269756,1.158537805
13.88,-6.743093659,3.529140244,0.4485,9.509770732,0.243903659
13.9,-6.180879024,2.476237805,-1.3858,9.831721951,-0.487803659
13.92,-0.938474146,3.458030488,1.1128,7.362209756,0.121952439
13.94,1.100786829,-0.19695122,-2.0657,6.34757561,0.487806098
13.96,-0.948830732,-3.213737805,-1.3273,7.310990244,1.524391463
13.98,1.448472195,-1.202347561,3.1148,10.74879512,2.195123171
14,-0.191813659,1.457695122,5.3794,9.15855122,1.768293902
14.02,-3.440329268,0.293347561,8.6736,9.179282927,0.609757317
14.04,-3.835359024,-1.446152439,9.3522,10.12196585,0.975610976
14.06,-1.824701951,-0.072957317,3.4567,12.05367317,0.975610976
14.08,3.845775122,0.230902439,0.7956,8.059770732,1.829269512
14.1,2.391414634,-3.759908537,0.9061,9.054892683,2.31707439
14.12,-0.480318537,-3.109463415,-1.0946,10.12196585,1.097562195
14.14,-0.447276098,1.31577439,0.65,7.643917073,0.548781707
14.16,-1.76996,3.517487805,6.0528,7.61464878,2.195123171
14.18,-6.65629561,1.504902439,0.9919,9.730502439,2.560976829
14.2,-3.560662927,1.469945122,2.093,7.162209756,3.048781707
14.22,-0.117838049,3.553042683,-2.1203,9.807331707,3.841464634
14.24,0.956780976,1.887939024,-3.2825,7.487819512,2.621952439
14.26,-2.189155122,-0.04397561,-3.0238,7.632941463,2.31707439
14.28,-2.153646829,2.898115854,-5.603,8.981721951,2.743903659
14.3,-2.867264878,5.097140244,0.7839,10.19391707,3.780489024
14.32,-5.163960976,5.047243902,0.7202,10.35367317,5.426830488
14.34,-6.559140976,2.414390244,0.7865,9.55855122,5.853659756
14.36,-1.448905854,2.678810976,-0.9789,8.259770732,4.451220732
14.38,1.968767317,2.286810976,0.429,10.87562439,4.573171951
14.4,0.955301463,-0.939420732,-0.6981,9.235380488,4.512196341
14.42,-1.606227317,-2.069408537,-2.1515,9.515868293,5.060976829
14.44,-1.271857561,1.932756098,4.2159,10.60001463,6.585367073
14.46,-1.95194,1.86702439,3.1057,9.595136585,4.268293902
